trade_date,close_price,open_price,high_price,low_price,volume,change_percent,symbol
2026-01-09,262,261,264,260,4740000,-0.1,WIPRO
2026-01-08,262,271,271,261,9270000,-3.18,WIPRO
2026-01-07,271,265,273,265,10240000,1.96,WIPRO
2026-01-06,266,263,266,263,4080000,0.87,WIPRO
2026-01-05,263,269,270,262,7010000,-2.12,WIPRO
2026-01-02,269,267,272,266,8290000,0.62,WIPRO
2026-01-01,267,265,268,264,3640000,1.55,WIPRO
2025-12-31,263,264,265,261,5710000,-0.14,WIPRO
2025-12-30,264,264,265,263,5120000,-0.22,WIPRO
2025-12-29,264,266,267,264,3760000,-0.77,WIPRO
2025-12-26,266,267,269,266,2900000,-0.66,WIPRO
2025-12-24,268,271,271,267,4690000,-1.23,WIPRO
2025-12-23,271,272,272,270,7570000,-0.47,WIPRO
2025-12-22,273,268,273,267,14650000,3.11,WIPRO
2025-12-19,264,267,267,263,12750000,0.23,WIPRO
2025-12-18,264,261,265,261,9010000,1.04,WIPRO
2025-12-17,261,259,262,258,4920000,0.74,WIPRO
2025-12-16,259,262,262,259,2980000,-0.96,WIPRO
2025-12-15,262,260,263,259,4020000,0.44,WIPRO
2025-12-12,261,260,261,257,4010000,0.52,WIPRO
2025-12-11,259,258,260,258,6470000,0.49,WIPRO
2025-12-10,258,258,260,257,7940000,0.22,WIPRO
2025-12-09,257,261,262,257,8560000,-1.52,WIPRO
2025-12-08,261,260,263,260,9680000,0.57,WIPRO
2025-12-05,260,258,261,258,7890000,1.16,WIPRO
2025-12-04,257,256,259,256,10690000,0.88,WIPRO
2025-12-03,255,251,257,251,17220000,1.81,WIPRO
2025-12-02,250,250,251,249,8540000,-0.04,WIPRO
2025-12-01,250,250,251,249,3870000,0.3,WIPRO
2025-11-28,250,251,252,249,7050000,-0.01,WIPRO
2025-11-27,250,250,252,248,5270000,-0.25,WIPRO
2025-11-26,250,246,251,246,8200000,1.85,WIPRO
2025-11-25,246,248,248,244,8190000,-0.66,WIPRO
2025-11-24,247,245,249,245,19710000,1.14,WIPRO
2025-11-21,244,245,247,244,5520000,-0.72,WIPRO
2025-11-20,246,248,248,246,6710000,0.08,WIPRO
2025-11-19,246,241,247,241,13300000,2.15,WIPRO
2025-11-18,241,243,244,240,4730000,-1.29,WIPRO
2025-11-17,244,244,245,243,6560000,-0.13,WIPRO
2025-11-14,244,244,246,242,6840000,-0.39,WIPRO
2025-11-13,245,246,246,244,6210000,0.04,WIPRO
2025-11-12,245,243,246,242,13150000,1.46,WIPRO
2025-11-11,242,241,242,239,8830000,0.77,WIPRO
2025-11-10,240,237,242,237,8570000,1.42,WIPRO
2025-11-07,236,239,239,236,5520000,-1.48,WIPRO
2025-11-06,240,240,241,238,7140000,0.9,WIPRO
2025-11-04,238,241,241,238,6850000,-1.07,WIPRO
2025-11-03,241,241,241,240,4900000,-0.07,WIPRO
2025-10-31,241,242,243,241,5660000,-0.52,WIPRO
2025-10-30,242,243,245,241,8340000,-0.15,WIPRO
2025-10-29,242,244,244,242,8780000,-0.04,WIPRO
2025-10-28,242,244,245,241,8780000,-0.63,WIPRO
2025-10-27,244,243,246,243,9550000,0.38,WIPRO
2025-10-24,243,245,246,242,6800000,-0.54,WIPRO
2025-10-23,244,245,248,243,18960000,1.22,WIPRO
2025-10-21,241,241,242,240,2080000,0.05,WIPRO
2025-10-20,241,241,242,239,9870000,0.14,WIPRO
2025-10-17,241,250,250,239,43800000,-5.09,WIPRO
2025-10-16,254,250,254,249,10660000,1.44,WIPRO
2025-10-15,250,250,252,249,13280000,0.72,WIPRO
2025-10-14,248,246,250,245,7890000,1.34,WIPRO
2025-10-13,245,246,248,245,6720000,-1.44,WIPRO
2025-10-10,249,248,251,246,7070000,0.93,WIPRO
2025-10-09,246,244,247,243,4630000,0.87,WIPRO
2025-10-08,244,243,246,243,7360000,0.3,WIPRO
2025-10-07,244,243,245,242,6590000,0.58,WIPRO
2025-10-06,242,240,243,239,6060000,0.48,WIPRO
2025-10-03,241,241,241,238,10970000,-0.04,WIPRO
2025-10-01,241,240,244,238,9480000,0.71,WIPRO
2025-09-30,239,240,242,239,5590000,-0.11,WIPRO
