trade_date,close_price,open_price,high_price,low_price,volume,change_percent,symbol
2026-01-09,2373,2382,2386,2361,1190000,-0.59,HINDUNILVR
2026-01-08,2387,2389,2418,2368,1160000,-0.53,HINDUNILVR
2026-01-07,2399,2416,2422,2382,892690,-1.04,HINDUNILVR
2026-01-06,2425,2399,2428,2368,1580000,1.7,HINDUNILVR
2026-01-05,2384,2342,2394,2336,1340000,1.54,HINDUNILVR
2026-01-02,2348,2326,2358,2322,973410,1.08,HINDUNILVR
2026-01-01,2323,2322,2326,2300,758870,0.31,HINDUNILVR
2025-12-31,2316,2290,2326,2287,1320000,1.12,HINDUNILVR
2025-12-30,2290,2293,2298,2283,1560000,-0.14,HINDUNILVR
2025-12-29,2293,2289,2299,2280,1090000,0.35,HINDUNILVR
2025-12-26,2285,2282,2290,2275,533630,0.14,HINDUNILVR
2025-12-24,2282,2303,2305,2278,519380,-0.89,HINDUNILVR
2025-12-23,2303,2289,2310,2281,1130000,0.57,HINDUNILVR
2025-12-22,2290,2280,2295,2280,790770,0.42,HINDUNILVR
2025-12-19,2280,2264,2285,2264,1240000,0.64,HINDUNILVR
2025-12-18,2266,2270,2278,2255,1060000,-0.44,HINDUNILVR
2025-12-17,2276,2281,2286,2268,808100,-0.24,HINDUNILVR
2025-12-16,2281,2293,2303,2276,1260000,-0.54,HINDUNILVR
2025-12-15,2294,2261,2299,2252,1270000,1.46,HINDUNILVR
2025-12-12,2261,2307,2309,2245,3200000,-1.95,HINDUNILVR
2025-12-11,2306,2296,2313,2292,1110000,0.17,HINDUNILVR
2025-12-10,2302,2307,2317,2295,2860000,-0.21,HINDUNILVR
2025-12-09,2307,2318,2330,2298,1470000,-0.32,HINDUNILVR
2025-12-08,2314,2350,2355,2302,1900000,-1.05,HINDUNILVR
2025-12-05,2339,2422,2422,2287,4010000,-3.44,HINDUNILVR
2025-12-04,2422,2400,2442,2384,2590000,0.58,HINDUNILVR
2025-12-03,2408,2438,2444,2364,3540000,-1.2,HINDUNILVR
2025-12-02,2437,2431,2444,2420,2180000,0.54,HINDUNILVR
2025-12-01,2424,2426,2447,2419,1920000,-0.09,HINDUNILVR
2025-11-28,2426,2410,2430,2407,973230,-1.03,HINDUNILVR
2025-11-27,2452,2426,2460,2425,1870000,1.09,HINDUNILVR
2025-11-26,2425,2412,2428,2409,1240000,0.46,HINDUNILVR
2025-11-25,2414,2422,2424,2406,1240000,-0.42,HINDUNILVR
2025-11-24,2424,2442,2445,2413,4090000,-0.39,HINDUNILVR
2025-11-21,2434,2436,2443,2413,1840000,0.22,HINDUNILVR
2025-11-20,2428,2445,2459,2425,1400000,-0.54,HINDUNILVR
2025-11-19,2442,2412,2451,2411,1470000,1.56,HINDUNILVR
2025-11-18,2404,2416,2423,2402,1230000,-0.87,HINDUNILVR
2025-11-17,2425,2431,2438,2416,920040,-0.11,HINDUNILVR
2025-11-14,2428,2405,2430,2392,975970,0.83,HINDUNILVR
2025-11-13,2408,2429,2431,2405,1260000,-0.7,HINDUNILVR
2025-11-12,2425,2431,2435,2416,1680000,-0.12,HINDUNILVR
2025-11-11,2428,2422,2434,2403,1420000,0.78,HINDUNILVR
2025-11-10,2409,2405,2429,2404,780560,-0.22,HINDUNILVR
2025-11-07,2414,2417,2425,2401,817900,-0.9,HINDUNILVR
2025-11-06,2436,2464,2464,2433,1330000,-0.4,HINDUNILVR
2025-11-04,2446,2460,2463,2441,1250000,-0.58,HINDUNILVR
2025-11-03,2460,2456,2475,2440,1050000,-0.22,HINDUNILVR
2025-10-31,2466,2469,2480,2453,1400000,-0.17,HINDUNILVR
2025-10-30,2470,2491,2497,2455,1200000,-0.74,HINDUNILVR
2025-10-29,2488,2513,2514,2484,1870000,-0.36,HINDUNILVR
2025-10-28,2497,2519,2526,2482,2290000,-0.59,HINDUNILVR
2025-10-27,2512,2516,2525,2506,2130000,-0.18,HINDUNILVR
2025-10-24,2516,2584,2584,2475,3110000,-3.27,HINDUNILVR
2025-10-23,2602,2601,2667,2596,3390000,0.38,HINDUNILVR
2025-10-21,2592,2594,2607,2585,82020,-0.1,HINDUNILVR
2025-10-20,2594,2609,2625,2586,1010000,-0.36,HINDUNILVR
2025-10-17,2604,2566,2615,2560,2050000,1.65,HINDUNILVR
2025-10-16,2562,2518,2569,2507,1450000,1.69,HINDUNILVR
2025-10-15,2519,2503,2532,2503,881070,0.67,HINDUNILVR
2025-10-14,2502,2493,2509,2482,1460000,0.38,HINDUNILVR
2025-10-13,2493,2519,2532,2485,1110000,-1.43,HINDUNILVR
2025-10-10,2529,2510,2535,2507,1020000,0.45,HINDUNILVR
2025-10-09,2518,2501,2523,2498,1260000,0.7,HINDUNILVR
2025-10-08,2500,2511,2525,2486,1230000,-0.68,HINDUNILVR
2025-10-07,2517,2540,2559,2508,1290000,-0.97,HINDUNILVR
2025-10-06,2542,2535,2550,2520,818920,-0.12,HINDUNILVR
2025-10-03,2545,2536,2549,2508,1240000,0.34,HINDUNILVR
2025-10-01,2536,2515,2550,2498,1480000,0.87,HINDUNILVR
2025-09-30,2514,2498,2526,2492,1680000,0.66,HINDUNILVR
