trade_date,close_price,open_price,high_price,low_price,volume,change_percent,symbol
2025-11-11,406.85,406,408.05,404.6,12010000,0.32,ITC
2025-11-10,405.55,404.05,407.1,403.65,6650000,0.37,ITC
2025-11-07,404.05,406.05,409.1,403.1,8410000,-0.85,ITC
2025-11-06,407.5,410,413.3,406.55,10100000,-0.34,ITC
2025-11-04,408.9,414,414.5,408.35,10090000,-1.22,ITC
2025-11-03,413.95,419.95,421.65,413.3,7640000,-1.52,ITC
2025-10-31,420.35,420.5,426.4,418.2,18600000,0.38,ITC
2025-10-30,418.75,421.6,421.7,416.15,12940000,-0.68,ITC
2025-10-29,421.6,418.2,422.2,416.05,11470000,0.89,ITC
2025-10-28,417.9,420.5,421.65,415.9,17160000,-0.65,ITC
2025-10-27,420.65,417,422.7,416.6,11600000,0.92,ITC
2025-10-24,416.8,415.95,417.95,413.45,14940000,0.2,ITC
2025-10-23,415.95,416,420.45,413.55,24310000,0.75,ITC
2025-10-21,412.85,413.5,413.95,412.35,1140000,-0.05,ITC
2025-10-20,413.05,412.55,414.85,411.3,13080000,0.22,ITC
2025-10-17,412.15,405.35,413.85,405.25,21070000,1.73,ITC
2025-10-16,405.15,401,406,399.55,22960000,1.31,ITC
2025-10-15,399.9,398,400.85,397.25,16040000,0.78,ITC
2025-10-14,396.8,400,400.85,396.2,10290000,-0.61,ITC
2025-10-13,399.25,400,400.95,398.55,9510000,-0.88,ITC
2025-10-10,402.8,400.45,403.85,399.5,15090000,0.73,ITC
2025-10-09,399.9,399,401.4,398.95,15660000,0.04,ITC
2025-10-08,399.75,400,401.75,398,8400000,-0.01,ITC
2025-10-07,399.8,402.5,402.6,399.5,12300000,-0.24,ITC
2025-10-06,400.75,403,403.9,399.8,13990000,-0.88,ITC
2025-10-03,404.3,404.9,405.5,402.3,16990000,-0.32,ITC
2025-10-01,405.6,402.35,406,399.75,17640000,1.01,ITC
2025-09-30,401.55,406.75,406.75,400.4,9470000,-1.4,ITC
